"Time,s","Current,A"
4.5e-05,-4.762910555073037e-08
0.000145,-4.1750072310734874e-08
0.000245,-3.6147984704115145e-08
0.000345,-3.0943255883385715e-08
0.000445,-2.6213732014493792e-08
0.000545,-2.2006276090492693e-08
0.000645,-1.83463776474149e-08
0.000745,-1.5246014435789658e-08
0.0008449999999999,-1.2710058130178341e-08
0.000945,-1.0741485896275285e-08
0.001045,-9.345560329338077e-09
0.001145,-8.533197224247181e-09
0.001245,-8.323643603559384e-09
0.001345,-8.74661184920557e-09
0.001445,-9.8437943564528e-09
0.001545,-1.1669826672778645e-08
0.001645,-1.4292699390910777e-08
0.001745,-1.7793575730242133e-08
0.001845,-2.226583997420313e-08
0.001945,-2.781322795006305e-08
0.002045,-3.4546809460692896e-08
0.002145,-4.258053737474439e-08
0.002245,-5.2024995381951455e-08
0.002345,-6.297898809427431e-08
0.002445,-7.551839841287405e-08
0.002545,-8.968162773950912e-08
0.002645,-1.0545104997717793e-07
0.002745,-1.227296646644474e-07
0.002845,-1.4131199617813328e-07
0.002945,-1.6084831444802157e-07
0.003045,-1.808007779070292e-07
0.003145,-2.0039008126880637e-07
0.003245,-2.1853336914849721e-07
0.003345,-2.3382301846832518e-07
0.003445,-2.450261891686006e-07
0.003545,-2.5185291671102864e-07
0.003645,-2.5511140423959764e-07
0.003745,-2.566334663243124e-07
0.003845,-2.585108983601571e-07
0.003945,-2.6215902918444845e-07
0.004045,-2.680836849221216e-07
0.004145,-2.758434673867804e-07
0.004245,-2.840825874883309e-07
0.004345,-2.907178178201451e-07
0.004445,-2.938830399132274e-07
0.004545,-2.9268133743935666e-07
0.004645,-2.872390611079051e-07
0.004745,-2.7869459456203945e-07
0.004845,-2.6879780751343893e-07
0.004945,-2.587956000231808e-07
0.005045,-2.4912938523780905e-07
0.0051449999999999,-2.40073871051764e-07
0.005245,-2.3191812048862338e-07
0.005345,-2.2482672017051599e-07
0.005445,-2.1884293964016602e-07
0.005545,-2.1391526190230218e-07
0.005645,-2.099244416968072e-07
0.005745,-2.0670953219288925e-07
0.005845,-2.0409186902739866e-07
0.005945,-2.0189559058832533e-07
0.006045,-1.999635408686916e-07
0.006145,-1.981679800521848e-07
0.006245,-1.9641690760628642e-07
0.006345,-1.946562411706937e-07
0.006445,-1.9286792323381806e-07
0.006545,-1.9106465304162697e-07
0.006645,-1.892815388897014e-07
0.006745,-1.8756599785744866e-07
0.006845,-1.859676283968325e-07
0.006945,-1.8452965672924361e-07
0.007045,-1.8328290707968105e-07
0.007145,-1.822426660726857e-07
0.007245,-1.814077403315225e-07
0.007345,-1.807614976320837e-07
0.007445,-1.8027416235415405e-07
0.007545,-1.7990629608293947e-07
0.007645,-1.7961330497237445e-07
0.007745,-1.7935005150319165e-07
0.007845,-1.790751240533991e-07
