"Time,s","Current,A"
0.018045,-3.3057309647302445e-08
0.018145,-3.309474839463288e-08
0.018245,-3.313182441038701e-08
0.018345,-3.31686224763538e-08
0.018445,-3.320517468471564e-08
0.018545,-3.324150363226749e-08
0.018645,-3.3277638260052647e-08
0.018745,-3.3313613041965045e-08
0.018845,-3.3349422425633763e-08
0.018945,-3.3385045308581596e-08
0.019045,-3.34204623475924e-08
0.019145,-3.3455628122979144e-08
0.019245,-3.3490480688173385e-08
0.019345,-3.352494344146704e-08
0.019445,-3.355895941884224e-08
0.019545,-3.359249881992179e-08
0.019645,-3.3625545431719415e-08
0.019745,-3.3658088115913154e-08
0.019845,-3.369012417284169e-08
0.019945,-3.3721623902312374e-08
0.020045,-3.375254999384576e-08
0.020145,-3.3782949699398075e-08
0.020245,-3.381291569303477e-08
0.020345,-3.3842532070052646e-08
0.020445,-3.3871891609677304e-08
0.020545,-3.390108760300473e-08
0.020645,-3.3930182271051184e-08
0.020745,-3.395917157447997e-08
0.020845,-3.3987994772611955e-08
0.020945,-3.4016605867344734e-08
0.021045,-3.4045017439324656e-08
0.021145,-3.4073274294413933e-08
0.021245,-3.410139117922359e-08
0.021345,-3.4129352863370076e-08
0.021445,-3.415712230924155e-08
0.021545,-3.4184640583954026e-08
0.021645,-3.421183207828759e-08
0.021745,-3.4238666120461604e-08
0.021845,-3.426516130774582e-08
0.021945,-3.4291349585431064e-08
0.022045,-3.431723683542003e-08
0.022145,-3.4342798123119296e-08
0.022245,-3.43680109494917e-08
0.022345,-3.4392848614778446e-08
0.022445,-3.4417290720645755e-08
0.022545,-3.444134751153901e-08
0.022645,-3.446502655624772e-08
0.022745,-3.448837458798204e-08
0.022845,-3.45114346669632e-08
0.022945,-3.453420007619886e-08
0.023045,-3.4556640287679786e-08
0.023145,-3.457868255959156e-08
0.023245,-3.460025704942304e-08
0.023345,-3.4621348179183846e-08
0.023445,-3.4641975155969195e-08
0.023545,-3.4662150629313224e-08
0.023645,-3.468185657648352e-08
0.023745,-3.470105722562567e-08
0.023845,-3.4719742898592134e-08
0.023945,-3.473795404101522e-08
0.024045,-3.4755761143351244e-08
0.024145,-3.4773184000741745e-08
0.024245,-3.479024224397236e-08
0.024345,-3.4807010146147745e-08
0.024445,-3.4823577144680826e-08
0.024545,-3.4840000223766914e-08
0.024645,-3.4856292216528625e-08
0.024745,-3.487246921912724e-08
0.024845,-3.48885710908093e-08
0.024945,-3.490460530087556e-08
0.025045,-3.4920513937794955e-08
0.025145,-3.4936258184879855e-08
0.025245,-3.495184775907768e-08
0.025345,-3.496728824945883e-08
0.025445,-3.4982563477048777e-08
0.025545,-3.499766393721693e-08
0.025645,-3.5012601211542944e-08
0.025745,-3.5027436742957446e-08
0.025845,-3.5042273673461664e-08
0.025945,-3.5057187618767955e-08
0.026045,-3.5072209379003895e-08
0.026145,-3.5087334446162736e-08
0.026245,-3.510258855213547e-08
0.026345,-3.5118034132281666e-08
0.026445,-3.5133724547426786e-08
0.026545,-3.5149656952123064e-08
0.026645,-3.5165763936259166e-08
0.026745,-3.51819650032905e-08
0.026845,-3.5198183327066616e-08
0.026945,-3.521435951720539e-08
0.027045,-3.5230472145094954e-08
0.027145,-3.5246532702905217e-08
0.027245,-3.5262545212708925e-08
0.027345,-3.5278500780810046e-08
0.027445,-3.529437612404342e-08
0.0275449999999999,-3.531013817084888e-08
0.027645,-3.532575623252177e-08
0.027745,-3.534123523675978e-08
0.027845,-3.5356567990753714e-08
0.027945,-3.5371720716436465e-08
0.028045,-3.538664972345745e-08
0.028145,-3.540130822353053e-08
0.028245,-3.5415661719621793e-08
0.028345,-3.542971776093934e-08
0.028445,-3.5443510595371245e-08
0.028545,-3.545707702647695e-08
0.028645,-3.5470444013897344e-08
0.028745,-3.5483630361285284e-08
0.028845,-3.5496665538755544e-08
0.028945,-3.5509616952154535e-08
0.029045,-3.552255400711828e-08
0.0291449999999999,-3.553551136463585e-08
0.029245,-3.5548490629736934e-08
0.029345,-3.5561504197328076e-08
0.029445,-3.557455485499388e-08
0.029545,-3.558758695097287e-08
0.0296449999999999,-3.5600525042844184e-08
0.029745,-3.561334543729782e-08
0.029845,-3.562604203431872e-08
0.029945,-3.5638616928879924e-08
0.030045,-3.565106835886016e-08
0.0301449999999999,-3.566338212589975e-08
0.030245,-3.5675576227397574e-08
0.030345,-3.568769857541312e-08
0.030445,-3.569981885184968e-08
0.030545,-3.571205425292602e-08
0.030645,-3.5724518724718216e-08
0.030745,-3.5737252957176174e-08
0.030845,-3.5750220362163955e-08
0.030945,-3.576337994961361e-08
0.031045,-3.5776686627987086e-08
0.031145,-3.579009422739223e-08
0.031245,-3.5803550170185585e-08
0.031345,-3.5817009245659065e-08
0.031445,-3.5830405181380145e-08
0.031545,-3.584361007920971e-08
0.031645,-3.5856496355848725e-08
0.031745,-3.5868967925271535e-08
0.031845,-3.588098053639055e-08
0.031945,-3.589252056089752e-08
0.032045,-3.590356671095534e-08
0.032145,-3.591414643299244e-08
0.0322449999999999,-3.5924346864484416e-08
0.032345,-3.593429185733978e-08
0.032445,-3.594412005819032e-08
0.032545,-3.595393601491503e-08
0.032645,-3.5963807340394866e-08
0.032745,-3.5973770850142784e-08
0.032845,-3.5983830255614736e-08
0.032945,-3.599402196422941e-08
0.033045,-3.600440690919251e-08
0.033145,-3.60150189221964e-08
0.033245,-3.6025869689802975e-08
0.033345,-3.603696990103029e-08
0.033445,-3.6048320023165546e-08
0.033545,-3.6059900738004535e-08
0.033645,-3.6071690115154375e-08
0.033745,-3.6083675488733206e-08
0.033845,-3.6095843857396595e-08
0.033945,-3.6108161273447034e-08
0.034045,-3.6120572250317253e-08
0.034145,-3.61329849134261e-08
0.034245,-3.6145267714551687e-08
0.034345,-3.6157271370553735e-08
0.034445,-3.6168918375267695e-08
0.034545,-3.618021987707341e-08
0.034645,-3.6191169673447164e-08
0.034745,-3.620171671247161e-08
0.034845,-3.6211793458916525e-08
0.034945,-3.622133946636502e-08
0.035045,-3.6230334872664225e-08
0.035145,-3.6238815472658845e-08
0.035245,-3.62468484136e-08
0.035345,-3.6254509212067366e-08
0.035445,-3.6261864644836455e-08
0.035545,-3.626898984482925e-08
0.0356449999999999,-3.627595565730247e-08
0.035745,-3.628277720063607e-08
0.035845,-3.628940405767787e-08
0.035945,-3.6295776267142906e-08
0.036045,-3.630185445440835e-08
0.036145,-3.630761105795512e-08
0.036245,-3.6313011842002395e-08
0.036345,-3.631802854208428e-08
0.036445,-3.632267835201448e-08
0.036545,-3.632702021790269e-08
0.036645,-3.633114405026755e-08
0.036745,-3.633515019469579e-08
0.036845,-3.6339105366870135e-08
0.036945,-3.6343006860171764e-08
0.037045,-3.6346829144207475e-08
0.037145,-3.635056328986679e-08
0.037245,-3.635424696526344e-08
0.037345,-3.635791899970689e-08
0.037445,-3.6361588747249024e-08
0.037545,-3.636524080296444e-08
0.037645,-3.6368833219044655e-08
0.037745,-3.637236266421496e-08
0.037845,-3.637588954064229e-08
0.037945,-3.637948310212002e-08
0.038045,-3.6383191772969485e-08
0.038145,-3.638702832173939e-08
0.038245,-3.6390993611501175e-08
0.038345,-3.6395097251774975e-08
0.038445,-3.6399341456466935e-08
0.038545,-3.6403682524255264e-08
0.038645,-3.640809005706869e-08
0.038745,-3.641255548965783e-08
0.038845,-3.641703789919325e-08
0.038945,-3.6421470344409535e-08
0.039045,-3.642580624354287e-08
0.039145,-3.643000944100352e-08
0.039245,-3.6434042245673536e-08
0.039345,-3.6437880717126714e-08
0.039445,-3.6441474418005645e-08
0.039545,-3.6444787328048834e-08
0.039645,-3.64478264975048e-08
0.0397449999999999,-3.645061747550222e-08
0.039845,-3.6453224742381664e-08
0.039945,-3.645572674545963e-08
0.040045,-3.6458203226195156e-08
0.040145,-3.64607319850889e-08
0.0402449999999999,-3.6463356088011046e-08
0.040345,-3.6466099194450553e-08
0.040445,-3.646899495917885e-08
0.040545,-3.647203118766908e-08
0.040645,-3.6475155193918804e-08
0.0407449999999999,-3.6478317217655964e-08
0.040845,-3.6481470130561915e-08
0.040945,-3.6484584817878674e-08
0.041045,-3.648768677027936e-08
0.041145,-3.6490819746916006e-08
0.041245,-3.649400286911609e-08
0.041345,-3.649723848002304e-08
0.041445,-3.6500507257835025e-08
0.041545,-3.650373639228248e-08
0.041645,-3.6506833965497645e-08
0.041745,-3.650971376488571e-08
0.041845,-3.6512319698100536e-08
0.041945,-3.6514617375243186e-08
0.042045,-3.651658597475053e-08
0.042145,-3.651824715647397e-08
0.042245,-3.6519665188344765e-08
0.042345,-3.65209262656149e-08
0.042445,-3.652209605790796e-08
0.042545,-3.652321346247112e-08
0.042645,-3.6524280338187135e-08
0.042745,-3.6525266523847126e-08
0.042845,-3.652612359550582e-08
0.042945,-3.6526816802783385e-08
0.043045,-3.6527362382284514e-08
0.043145,-3.652776839985748e-08
0.043245,-3.6528047107251953e-08
0.043345,-3.65282164148358e-08
0.043445,-3.6528272456989146e-08
0.043545,-3.6528198609515934e-08
0.043645,-3.65279771039328e-08
0.043745,-3.6527574364966537e-08
0.043845,-3.6526968505152434e-08
0.043945,-3.6526133778369894e-08
0.044045,-3.6525063839824453e-08
0.044145,-3.652379192523335e-08
0.044245,-3.6522370458860095e-08
0.044345,-3.6520846869142496e-08
0.044445,-3.651925651626272e-08
0.044545,-3.651762217345031e-08
0.044645,-3.65159111244585e-08
0.044745,-3.65140961311511e-08
0.044845,-3.651221567234808e-08
0.044945,-3.651031679110493e-08
0.045045,-3.6508414839263436e-08
0.045145,-3.650648368377313e-08
0.045245,-3.6504486278401125e-08
0.045345,-3.6502374294534715e-08
0.045445,-3.650009771880105e-08
0.045545,-3.649763835114544e-08
0.045645,-3.649502510964369e-08
0.045745,-3.6492300690764636e-08
0.045845,-3.648950230376335e-08
0.045945,-3.648666299735767e-08
0.046045,-3.648380784786401e-08
0.046145,-3.6480973510316885e-08
0.046245,-3.647820513231849e-08
0.046345,-3.647557111554234e-08
0.046445,-3.6473130407579595e-08
0.046545,-3.647091640904139e-08
0.046645,-3.646895912825875e-08
0.046745,-3.6467261731151474e-08
0.046845,-3.6465806679756594e-08
0.046945,-3.6464579680484416e-08
0.047045,-3.646356503338609e-08
0.047145,-3.6462724688949096e-08
0.047245,-3.6461980567715633e-08
0.047345,-3.646121894650628e-08
0.047445,-3.646031517415016e-08
0.047545,-3.645915658662957e-08
0.047645,-3.645765961479927e-08
0.047745,-3.645577911740949e-08
0.047845,-3.645352240107885e-08
0.047945,-3.64509424900934e-08
0.048045,-3.644809421703529e-08
0.048145,-3.644499459795288e-08
0.048245,-3.644165802664678e-08
0.048345,-3.6438121619355375e-08
0.048445,-3.6434450968219756e-08
0.048545,-3.643074076647212e-08
0.048645,-3.6427089175512345e-08
0.048745,-3.64235867023694e-08
0.048845,-3.642027037167391e-08
0.048945,-3.6417098574193655e-08
0.049045,-3.641401218348079e-08
0.049145,-3.6410940971301126e-08
0.049245,-3.6407790232940086e-08
0.049345,-3.6404492111188444e-08
0.049445,-3.6401019065141326e-08
0.049545,-3.639735802876793e-08
0.049645,-3.639350086804103e-08
0.049745,-3.638944087580863e-08
0.049845,-3.6385238667327523e-08
0.049945,-3.638095980629676e-08
0.050045,-3.6376642792768933e-08
0.050145,-3.6372272630623385e-08
0.050245,-3.6367803432248336e-08
0.050345,-3.63632015375571e-08
0.050445,-3.6358435463620165e-08
0.050545,-3.635347611900676e-08
0.050645,-3.6348379260176136e-08
0.050745,-3.6343250922135623e-08
0.050845,-3.633816018263518e-08
0.050945,-3.633314416994191e-08
0.051045,-3.632820256116592e-08
0.051145,-3.632331651405944e-08
0.051245,-3.6318495425279365e-08
0.051345,-3.6313784841290144e-08
0.051445,-3.630924445051191e-08
0.051545,-3.6304912467453156e-08
0.051645,-3.6300791679834055e-08
0.051745,-3.629686028838472e-08
0.051845,-3.629308681414053e-08
0.051945,-3.628945797985706e-08
0.052045,-3.628592913300516e-08
0.052145,-3.6282417903784516e-08
0.052245,-3.6278882145554584e-08
0.052345,-3.6275331460937207e-08
0.052445,-3.627180164287138e-08
0.052545,-3.6268331321664825e-08
0.052645,-3.62649640370279e-08
0.052745,-3.626175642914476e-08
0.052845,-3.625876124429152e-08
0.052945,-3.62559810250259e-08
0.053045,-3.6253388830934793e-08
0.053145,-3.625095728307986e-08
0.053245,-3.624864158910454e-08
0.053345,-3.624638914345526e-08
0.053445,-3.62441689140413e-08
0.053545,-3.624195973533009e-08
0.053645,-3.6239719067395386e-08
0.053745,-3.6237379687510267e-08
0.053845,-3.623485026513164e-08
0.053945,-3.6232074039220015e-08
0.054045,-3.6229037552523444e-08
0.054145,-3.6225768734619865e-08
0.054245,-3.6222282164157045e-08
0.054345,-3.621859905897794e-08
0.054445,-3.621478749524201e-08
0.054545,-3.6210919505716935e-08
0.054645,-3.620704205847418e-08
0.054745,-3.6203171923318225e-08
0.054845,-3.619930577966876e-08
0.054945,-3.619544673086172e-08
0.055045,-3.6191611897271844e-08
0.055145,-3.618779753522991e-08
0.055245,-3.6183983222510664e-08
0.055345,-3.6180132709700074e-08
0.055445,-3.6176226145920376e-08
0.055545,-3.6172248027299846e-08
0.055645,-3.6168170207957585e-08
0.055745,-3.6163989848708734e-08
0.055845,-3.615972190987066e-08
0.055945,-3.61553620710978e-08
0.056045,-3.6150891533787735e-08
0.056145,-3.614629496921056e-08
0.056245,-3.614158825408904e-08
0.056345,-3.6136810179784987e-08
0.056445,-3.613202892184775e-08
0.056545,-3.6127319699882495e-08
0.056645,-3.612274276962865e-08
0.056745,-3.611835619706991e-08
0.056845,-3.61142189001188e-08
0.056945,-3.6110373471840994e-08
0.057045,-3.610682365239012e-08
0.057145,-3.6103507081064185e-08
0.057245,-3.6100322716665176e-08
0.057345,-3.609718092865795e-08
0.057445,-3.60940232135584e-08
0.057545,-3.609082007247318e-08
0.057645,-3.6087570892630015e-08
0.057745,-3.608428111240135e-08
0.057845,-3.6080932687321466e-08
0.057945,-3.607752023378968e-08
0.058045,-3.6074082133428053e-08
0.058145,-3.6070672817639766e-08
0.058245,-3.6067318077795116e-08
0.058345,-3.6064054201334625e-08
0.058445,-3.606095092187524e-08
0.058545,-3.605807170282047e-08
0.058645,-3.6055460351953024e-08
0.058745,-3.6053113958363264e-08
0.058845,-3.605097072187279e-08
0.058945,-3.604897018140048e-08
0.059045,-3.6047081658714555e-08
0.059145,-3.6045274135186774e-08
0.059245,-3.6043515508762746e-08
0.059345,-3.604175265344808e-08
0.059445,-3.6039875547638505e-08
0.059545,-3.603778584226111e-08
0.059645,-3.6035471754355525e-08
0.059745,-3.6032974772047934e-08
0.059845,-3.60303169080388e-08
0.059945,-3.602749570805929e-08
0.060045,-3.6024501236483496e-08
0.060145,-3.602134359138595e-08
0.060245,-3.601804648440513e-08
0.060345,-3.6014627347384496e-08
0.060445,-3.6011074842908156e-08
0.060545,-3.600738476854767e-08
0.060645,-3.600356873151668e-08
0.060745,-3.59996165784716e-08
0.060845,-3.599548966714629e-08
0.060945,-3.599112876665856e-08
0.061045,-3.5986491069460834e-08
0.0611449999999999,-3.5981578781318313e-08
0.061245,-3.5976439139482485e-08
0.061345,-3.597113179207456e-08
0.061445,-3.5965757577568776e-08
0.061545,-3.5960427651418814e-08
0.061645,-3.5955222636695547e-08
0.061745,-3.5950209932352225e-08
0.061845,-3.5945413140119735e-08
0.061945,-3.5940840146053295e-08
0.062045,-3.593653598724172e-08
0.0621449999999999,-3.5932546723713734e-08
0.0622449999999999,-3.592890490349268e-08
0.062345,-3.592560673237725e-08
0.062445,-3.5922562319994095e-08
0.062545,-3.5919641048902006e-08
0.0626449999999999,-3.591669181708556e-08
0.062745,-3.591358074950084e-08
0.062845,-3.5910215251717884e-08
0.062945,-3.590654525067856e-08
0.063045,-3.5902531455136697e-08
0.0631449999999999,-3.589819144991136e-08
0.063245,-3.5893583859223214e-08
0.063345,-3.5888755023796904e-08
0.063445,-3.58837050309585e-08
0.063545,-3.587841506915715e-08
0.063645,-3.5872892634504954e-08
0.063745,-3.5867201973765025e-08
0.063845,-3.58614517785006e-08
0.063945,-3.585574279070224e-08
0.064045,-3.585013099581386e-08
0.064145,-3.5844636372393546e-08
0.064245,-3.5839306889086934e-08
0.064345,-3.5834187460943966e-08
0.064445,-3.582928677262848e-08
0.064545,-3.5824601191407145e-08
0.064645,-3.582011507775902e-08
0.064745,-3.581581503143165e-08
0.064845,-3.58117056829673e-08
0.064945,-3.580777789129618e-08
0.065045,-3.580402707031268e-08
0.065145,-3.580044894075914e-08
0.065245,-3.579703234585389e-08
0.065345,-3.5793747320645234e-08
0.065445,-3.57905490319892e-08
0.065545,-3.578738854912001e-08
0.065645,-3.5784205378975094e-08
0.065745,-3.5780919224971863e-08
0.065845,-3.5777463535238335e-08
0.065945,-3.577382058759133e-08
0.066045,-3.5770018393402104e-08
0.066145,-3.57660659601014e-08
0.066245,-3.5761962531089586e-08
0.066345,-3.5757709802333614e-08
0.066445,-3.575330537401364e-08
0.066545,-3.57487943752349e-08
0.066645,-3.5744253963174045e-08
0.066745,-3.573972672939531e-08
0.066845,-3.573522457385087e-08
0.066945,-3.573077304330207e-08
0.067045,-3.5726407078026735e-08
0.067145,-3.5722142359640494e-08
0.067245,-3.57179872628557e-08
0.067345,-3.571395038984281e-08
0.067445,-3.57100508374999e-08
0.067545,-3.57062758292341e-08
0.067645,-3.5702599471407174e-08
0.067745,-3.5699012410381446e-08
0.067845,-3.5695531938318916e-08
0.067945,-3.5692166261030216e-08
0.068045,-3.5688910334418296e-08
0.068145,-3.568574954018067e-08
0.068245,-3.568268187767678e-08
0.068345,-3.5679725289988785e-08
0.068445,-3.567688104530177e-08
0.068545,-3.567412899727947e-08
0.068645,-3.567142164783857e-08
0.068745,-3.566871902962671e-08
0.068845,-3.5666012649136934e-08
0.068945,-3.5663354011238784e-08
0.069045,-3.5660826304438016e-08
0.069145,-3.565849189264785e-08
0.069245,-3.5656377754725245e-08
0.069345,-3.5654490427737934e-08
0.069445,-3.5652813813480065e-08
0.069545,-3.5651297092604204e-08
0.069645,-3.5649885314968445e-08
0.069745,-3.5648508163473685e-08
0.069845,-3.564706028899692e-08
0.069945,-3.564544367110141e-08
0.070045,-3.5643590589520287e-08
0.070145,-3.564147796821466e-08
0.070245,-3.5639094443990904e-08
0.070345,-3.5636401932195255e-08
0.070445,-3.563339881709908e-08
0.070545,-3.56301389479972e-08
0.070645,-3.5626700569270186e-08
0.070745,-3.562315949214837e-08
0.070845,-3.5619602608411904e-08
0.070945,-3.5616134222022525e-08
0.071045,-3.5612827553913335e-08
0.071145,-3.5609695035932314e-08
0.0712449999999999,-3.560670719872407e-08
0.071345,-3.560380185826257e-08
0.071445,-3.5600924234024494e-08
0.071545,-3.5598061660833653e-08
0.071645,-3.559525186079717e-08
0.0717449999999999,-3.5592569004047975e-08
0.071845,-3.5590055385352224e-08
0.071945,-3.5587710372588016e-08
0.072045,-3.558550325348701e-08
0.072145,-3.5583385249864153e-08
0.0722449999999999,-3.5581297013500115e-08
0.072345,-3.5579181335916365e-08
0.072445,-3.5576971192682045e-08
0.072545,-3.557461062766353e-08
0.072645,-3.5572088888422045e-08
0.072745,-3.5569419484332874e-08
0.072845,-3.5566595636760185e-08
0.072945,-3.5563584609770535e-08
0.073045,-3.5560330000028536e-08
0.073145,-3.5556767785898246e-08
0.0732449999999999,-3.5552879478015406e-08
0.073345,-3.5548723290252526e-08
0.073445,-3.5544393318654304e-08
0.073545,-3.553997449569566e-08
0.073645,-3.553554252342594e-08
0.0737449999999999,-3.553114871113875e-08
0.073845,-3.5526820696852894e-08
0.073945,-3.5522596944820674e-08
0.074045,-3.5518553469776174e-08
0.074145,-3.551477481056322e-08
0.0742449999999999,-3.551126986298338e-08
0.074345,-3.5507952209147894e-08
0.074445,-3.550471775193672e-08
0.074545,-3.550146225102419e-08
0.074645,-3.549813768894419e-08
0.0747449999999999,-3.5494739201953024e-08
0.074845,-3.5491253928254375e-08
0.074945,-3.5487655398737146e-08
0.075045,-3.5483917656577614e-08
0.075145,-3.54800696840927e-08
0.0752449999999999,-3.5476157155069584e-08
0.075345,-3.5472232925293745e-08
0.075445,-3.546835807934592e-08
0.075545,-3.546457481933662e-08
0.075645,-3.5460908981477894e-08
0.0757449999999999,-3.54573653379124e-08
0.075845,-3.5453944475117016e-08
0.075945,-3.54506662812781e-08
0.076045,-3.544753277970396e-08
0.076145,-3.54445185949909e-08
0.076245,-3.5441584412373464e-08
0.076345,-3.543869850341646e-08
0.076445,-3.543587155737053e-08
0.076545,-3.543315911794617e-08
0.076645,-3.5430578402048304e-08
0.076745,-3.5428099061378714e-08
0.076845,-3.5425701071237115e-08
0.076945,-3.5423383864927635e-08
0.077045,-3.5421170995499755e-08
0.077145,-3.5419102090846534e-08
0.077245,-3.541717160491615e-08
0.077345,-3.5415327809576606e-08
0.077445,-3.5413560077523255e-08
0.077545,-3.54118508366574e-08
0.077645,-3.5410148894758335e-08
0.077745,-3.5408387763213514e-08
0.077845,-3.540647191004797e-08
0.077945,-3.540432055639932e-08
0.078045,-3.540191009420687e-08
0.078145,-3.5399256507834825e-08
0.078245,-3.53963831469833e-08
0.078345,-3.539332930327947e-08
0.078445,-3.539014156034731e-08
0.078545,-3.538688062660272e-08
0.078645,-3.5383598940043536e-08
0.078745,-3.538031342198149e-08
0.078845,-3.5377021704019974e-08
0.078945,-3.5373706152818874e-08
