Time,cbulk 0,steady state flux 0,cbulk 1,steady state flux 1,cbulk 2,steady state flux 2,cbulk 3,steady state flux 3
10.0,0.1,-2.3754585601722612e-07,0.01,-2.9700162847629533e-08,0.02,-5.523854995168511e-08,0.04,-1.0193788119101973e-07

