keq,kf,cbulk 0,steady state flux 0,cbulk 1,steady state flux 1,cbulk 2,steady state flux 2,cbulk 3,steady state flux 3,log10keq,log10kf
0.00015264,3593.8,0.1,-1.8749526911486073e-07,0.01,-3.543627669976137e-08,0.02,-5.815083249835758e-08,0.04,-9.601668266350821e-08,-3.8163316426399803,3.5555539043496815
0.00015264,4328.8,0.1,-1.925107037375652e-07,0.01,-3.586026562342256e-08,0.02,-5.907523725295646e-08,0.04,-9.797272247462174e-08,-3.8163316426399803,3.636367520924525
0.00015264,5214.0,0.1,-1.975273612170145e-07,0.01,-3.6272631435311746e-08,0.02,-5.998175852505572e-08,0.04,-9.990728630160829e-08,-3.8163316426399803,3.71717102683231
0.00015264,6280.3,0.1,-2.0252741513846603e-07,0.01,-3.6672320050928414e-08,0.02,-6.086752406335492e-08,0.04,-1.0181353134659763e-07,-3.8163316426399803,3.7979803897933566
0.00015264,7564.6,0.1,-2.0749317831690181e-07,0.01,-3.705841535150697e-08,0.02,-6.1729903435808e-08,0.04,-1.0368495130998724e-07,-3.8163316426399803,3.8787859683954786
0.00015264,9111.6,0.1,-2.1240734275771817e-07,0.01,-3.7430146879441756e-08,0.02,-6.256654207679618e-08,0.04,-1.0551547099379587e-07,-3.8163316426399803,3.9595946459255416
0.00082864,2.5354,0.1,-1.6934302353209976e-07,0.01,-4.650316959276552e-08,0.02,-6.93296993105678e-08,0.04,-1.0228951761276185e-07,-3.0816341063261814,0.4040464859922965
0.00015264,10975.0,0.1,-2.1725320818447415e-07,0.01,-3.7786894010359986e-08,0.02,-6.33753873191386e-08,0.04,-1.0729952704872192e-07,-3.8163316426399803,4.040404528914159
0.00015264,13219.0,0.1,-2.2201489450903327e-07,0.01,-3.812818660690589e-08,0.02,-6.415470597161203e-08,0.04,-1.0903213328670313e-07,-3.8163316426399803,4.12119860258469
0.00015264,15923.0,0.1,-2.266775337896688e-07,0.01,-3.8453702370458415e-08,0.02,-6.490309332404401e-08,0.04,-1.1070892938160093e-07,-3.8163316426399803,4.202024895104038
0.00015264,19179.0,0.1,-2.3122743795747393e-07,0.01,-3.876326120879768e-08,0.02,-6.561947400423363e-08,0.04,-1.1232621280335495e-07,-3.8163316426399803,4.282825959153527
0.00015264,23101.0,0.1,-2.3565223889405862e-07,0.01,-3.905681703564135e-08,0.02,-6.63030953104819e-08,0.04,-1.138809542828843e-07,-3.8163316426399803,4.363630780112138
0.00015264,27826.0,0.1,-2.399409986892688e-07,0.01,-3.933444753075195e-08,0.02,-6.695351400872052e-08,0.04,-1.1537079789637142e-07,-3.8163316426399803,4.444450780793918
0.00015264,33516.0,0.1,-2.440842883238399e-07,0.01,-3.9596342353328964e-08,0.02,-6.757057768176884e-08,0.04,-1.1679404708500729e-07,-3.8163316426399803,4.5252521817486295
0.00015264,40370.0,0.1,-2.480742342490716e-07,0.01,-3.9842790330432464e-08,0.02,-6.815440178749753e-08,0.04,-1.1814963837441796e-07,-3.8163316426399803,4.606058749410314
0.00015264,48626.0,0.1,-2.519045335722107e-07,0.01,-4.0074166150321275e-08,0.02,-6.870534368965788e-08,0.04,-1.194371048622361e-07,-3.8163316426399803,4.68686854574798
0.00015264,58570.0,0.1,-2.555704389205936e-07,0.01,-4.0290916924245645e-08,0.02,-6.922397467121901e-08,0.04,-1.2065653149757493e-07,-3.8163316426399803,4.76767522402796
0.00082864,3.0539,0.1,-1.7045539194851074e-07,0.01,-4.664206277572486e-08,0.02,-6.960067979111011e-08,0.04,-1.0279753085530782e-07,-3.0816341063261814,0.48485481197409214
0.00015264,70548.0,0.1,-2.590687158929529e-07,0.01,-4.0493549072773005e-08,0.02,-6.971105106987984e-08,0.04,-1.2180850432020755e-07,-3.8163316426399803,4.8484847062367065
0.00015264,84975.0,0.1,-2.623975756243537e-07,0.01,-4.068261577346566e-08,0.02,-7.016748542517493e-08,0.04,-1.2289405562738873e-07,-3.8163316426399803,4.9292911732550975
0.00015264,102350.0,0.1,-2.655565866253694e-07,0.01,-4.0858705248452006e-08,0.02,-7.059431835019875e-08,0.04,-1.2391460709331986e-07,-3.8163316426399803,5.010087846998524
0.00015264,123280.0,0.1,-2.6854656984225595e-07,0.01,-4.102243002405679e-08,0.02,-7.099269174462708e-08,0.04,-1.2487191245036097e-07,-3.8163316426399803,5.090892625710363
0.00015264,148500.0,0.1,-2.7136948093991593e-07,0.01,-4.117441729214502e-08,0.02,-7.136382387388867e-08,0.04,-1.257680012317612e-07,-3.8163316426399803,5.171726453653231
0.00015264,178860.0,0.1,-2.740282843542287e-07,0.01,-4.131530039527871e-08,0.02,-7.170898653522151e-08,0.04,-1.266051247816672e-07,-3.8163316426399803,5.252513226416275
0.00015264,215440.0,0.1,-2.765268226882459e-07,0.01,-4.144571146333608e-08,0.02,-7.202948457072797e-08,0.04,-1.2738570551478413e-07,-3.8163316426399803,5.333326340403454
0.00015264,259500.0,0.1,-2.788696856115175e-07,0.01,-4.156627515898297e-08,0.02,-7.232663779403507e-08,0.04,-1.2811229003391377e-07,-3.8163316426399803,5.414137362184476
0.00015264,312570.0,0.1,-2.810620809251529e-07,0.01,-4.167760347655385e-08,0.02,-7.260176532656046e-08,0.04,-1.2878750666000493e-07,-3.8163316426399803,5.494947292750087
0.00015264,376490.0,0.1,-2.8310971075431043e-07,0.01,-4.1780291523220184e-08,0.02,-7.285617228610777e-08,0.04,-1.2941402765949783e-07,-3.8163316426399803,5.575753445337528
0.00082864,3.6784,0.1,-1.7165405638204622e-07,0.01,-4.6791423986260836e-08,0.02,-6.98923192690055e-08,0.04,-1.0334463682875888e-07,-3.0816341063261814,0.5656589539252038
0.00015264,453490.0,0.1,-2.8501865503263595e-07,0.01,-4.1874914192468155e-08,0.02,-7.309113869100371e-08,0.04,-1.2999453604184192e-07,-3.8163316426399803,5.656567714785965
0.00015264,546230.0,0.1,-2.867952636410778e-07,0.01,-4.196202362405107e-08,0.02,-7.330791044230176e-08,0.04,-1.305316971608917e-07,-3.8163316426399803,5.737375548745249
0.00015264,657930.0,0.1,-2.884460588517147e-07,0.01,-4.204214739943246e-08,0.02,-7.35076921411928e-08,0.04,-1.3102813468785053e-07,-3.8163316426399803,5.818179689615625
0.00015264,792480.0,0.1,-2.899776475706606e-07,0.01,-4.2115787307017335e-08,0.02,-7.36916416476286e-08,0.04,-1.31486410811184e-07,-3.8163316426399803,5.898988310638381
0.00015264,954550.0,0.1,-2.9139664519653026e-07,0.01,-4.218341865940414e-08,0.02,-7.38608661020712e-08,0.04,-1.319090102154703e-07,-3.8163316426399803,5.97979868197575
0.00015264,1149800.0,0.1,-2.927096095274785e-07,0.01,-4.2245490033635105e-08,0.02,-7.401641926337319e-08,0.04,-1.3229832782430285e-07,-3.8163316426399803,6.060622304309956
0.00015264,1384900.0,0.1,-2.9392298538607577e-07,0.01,-4.230242338549228e-08,0.02,-7.415929984217128e-08,0.04,-1.326566592785726e-07,-3.8163316426399803,6.141418415266088
0.00015264,1668100.0,0.1,-2.9504305814223865e-07,0.01,-4.235461445538448e-08,0.02,-7.429045094536487e-08,0.04,-1.32986194508475e-07,-3.8163316426399803,6.222222082360713
0.00015264,2009200.0,0.1,-2.960759176813699e-07,0.01,-4.240243337904376e-08,0.02,-7.441076016930123e-08,0.04,-1.3328901358298633e-07,-3.8163316426399803,6.303023169487512
0.00015264,2420100.0,0.1,-2.970274290268279e-07,0.01,-4.244622553837007e-08,0.02,-7.45210603265504e-08,0.04,-1.3356708429645042e-07,-3.8163316426399803,6.3838333116626265
0.00082864,4.4306,0.1,-1.729440306214388e-07,0.01,-4.6951781109103795e-08,0.02,-7.020571403236065e-08,0.04,-1.0393300344623815e-07,-3.0816341063261814,0.6464625431631279
0.00015264,2915100.0,0.1,-2.9790321078202453e-07,0.01,-4.248631250990701e-08,0.02,-7.462213079571825e-08,0.04,-1.338222620036619e-07,-3.8163316426399803,6.464653457449502
0.00015264,3511200.0,0.1,-2.987086204712398e-07,0.01,-4.252299311062043e-08,0.02,-7.471469901551915e-08,0.04,-1.3405629044682487e-07,-3.8163316426399803,6.545455567836917
0.00015264,4229200.0,0.1,-2.994487450864126e-07,0.01,-4.2556544449492415e-08,0.02,-7.479944266774293e-08,0.04,-1.3427080357394545e-07,-3.8163316426399803,6.626258223534831
0.00015264,5094100.0,0.1,-3.0012839572962394e-07,0.01,-4.2587223262103577e-08,0.02,-7.487699146625038e-08,0.04,-1.3446732879863842e-07,-3.8163316426399803,6.707067466152118
0.00015264,6135900.0,0.1,-3.007521085968586e-07,0.01,-4.261526681708439e-08,0.02,-7.494792989725432e-08,0.04,-1.3464729056058273e-07,-3.8163316426399803,6.787878273072267
0.00015264,7390700.0,0.1,-3.013241445062711e-07,0.01,-4.2640894336577115e-08,0.02,-7.501279936689609e-08,0.04,-1.348120144180541e-07,-3.8163316426399803,6.868685573948292
0.00015264,8902200.0,0.1,-3.01848498102387e-07,0.01,-4.266430794751511e-08,0.02,-7.507210039978142e-08,0.04,-1.349627314963766e-07,-3.8163316426399803,6.949497347070821
0.00015264,10723000.0,0.1,-3.02328901393601e-07,0.01,-4.2685693819434106e-08,0.02,-7.512629577711156e-08,0.04,-1.351005833389052e-07,-3.8163316426399803,7.030316305988586
0.00015264,12915000.0,0.1,-3.027688362166956e-07,0.01,-4.270522345067776e-08,0.02,-7.517581186867001e-08,0.04,-1.3522662690209514e-07,-3.8163316426399803,7.111094410509336
0.00015264,15557000.0,0.1,-3.031715419764629e-07,0.01,-4.2723054558486054e-08,0.02,-7.522104212091279e-08,0.04,-1.3534183892548883e-07,-3.8163316426399803,7.191925851711436
0.00082864,5.3367,0.1,-1.7433037448823623e-07,0.01,-4.7123645690932254e-08,0.02,-7.054194161777094e-08,0.04,-1.045647882289982e-07,-3.0816341063261814,0.7272727898362743
0.00015264,18738000.0,0.1,-3.035400262106637e-07,0.01,-4.273933183752756e-08,0.02,-7.526234853969602e-08,0.04,-1.3544712091033656e-07,-3.8163316426399803,7.272723234613842
0.00015264,22570000.0,0.1,-3.038770814968859e-07,0.01,-4.275418826785863e-08,0.02,-7.530006408527175e-08,0.04,-1.3554330558382694e-07,-3.8163316426399803,7.353531559077762
0.00015264,27186000.0,0.1,-3.041852887675545e-07,0.01,-4.2767745863970765e-08,0.02,-7.533449420940057e-08,0.04,-1.3563115858236686e-07,-3.8163316426399803,7.434345312562829
0.00015264,32745000.0,0.1,-3.044670365920739e-07,0.01,-4.278011662319876e-08,0.02,-7.536592041979779e-08,0.04,-1.3571138496882465e-07,-3.8163316426399803,7.51514499476482
0.00015264,39442000.0,0.1,-3.0472453057293755e-07,0.01,-4.2791403017635e-08,0.02,-7.539460040739241e-08,0.04,-1.3578463253788544e-07,-3.8163316426399803,7.595958928757549
0.00015264,47508000.0,0.1,-3.0495980620587235e-07,0.01,-4.2801698748179826e-08,0.02,-7.542077048769176e-08,0.04,-1.3585149709522333e-07,-3.8163316426399803,7.67676674779983
0.00015264,57224000.0,0.1,-3.0517473178109364e-07,0.01,-4.281109013011005e-08,0.02,-7.544464738618073e-08,0.04,-1.3591252670368118e-07,-3.8163316426399803,7.757578212036374
0.00015264,68926000.0,0.1,-3.0537103467842816e-07,0.01,-4.281965555318997e-08,0.02,-7.546642931743932e-08,0.04,-1.3596822107318968e-07,-3.8163316426399803,7.838383075703911
0.00015264,83022000.0,0.1,-3.055503014563731e-07,0.01,-4.282746712425465e-08,0.02,-7.548629809966638e-08,0.04,-1.360190397542805e-07,-3.8163316426399803,7.919193191322693
0.00015264,100000000.0,0.1,-3.0571398982424175e-07,0.01,-4.283459053128956e-08,0.02,-7.550442107282219e-08,0.04,-1.3606540506945152e-07,-3.8163316426399803,8.0
0.001,7.7426,0.1,-1.9273383782583103e-07,0.01,-5.124175919968389e-08,0.02,-7.715264694648059e-08,0.04,-1.1493496222565319e-07,-3.0,0.8888868232206528
0.00082864,6.4281,0.1,-1.7581815748755278e-07,0.01,-4.7307504818312895e-08,0.02,-7.090204675413411e-08,0.04,-1.0524211586779107e-07,-3.0816341063261814,0.8080826243312539
0.00012649,1.0,0.1,-6.857847198917754e-08,0.01,-2.0014907112585973e-08,0.02,-2.9085985080747252e-08,0.04,-4.212799111738707e-08,-3.897943807424811,0.0
0.00012649,1.2045,0.1,-6.909102155284459e-08,0.01,-2.0095306840726228e-08,0.02,-2.9229357777365276e-08,0.04,-4.237864241761276e-08,-3.897943807424811,0.08080680433436215
0.00012649,1.4508,0.1,-6.964605270080488e-08,0.01,-2.0182422319860854e-08,0.02,-2.938471113211751e-08,0.04,-4.265019721724767e-08,-3.897943807424811,0.16160754690839674
0.00012649,1.7475,0.1,-7.02465451020435e-08,0.01,-2.0276718856327314e-08,0.02,-2.95528823643875e-08,0.04,-4.2944122288703196e-08,-3.897943807424811,0.24241718441771903
0.00012649,2.1049,0.1,-7.089561355291808e-08,0.01,-2.037867820681385e-08,0.02,-2.9734741286920365e-08,0.04,-4.326194590946622e-08,-3.897943807424811,0.32323146811477443
0.00012649,2.5354,0.1,-7.159650566405535e-08,0.01,-2.048879657352581e-08,0.02,-2.993118762193064e-08,0.04,-4.3605254701756395e-08,-3.897943807424811,0.4040464859922965
0.00012649,3.0539,0.1,-7.23525987822824e-08,0.01,-2.0607582127786607e-08,0.02,-3.01431476483617e-08,0.04,-4.3975689641103554e-08,-3.897943807424811,0.48485481197409214
0.00012649,3.6784,0.1,-7.316739621983604e-08,0.01,-2.07355520366002e-08,0.02,-3.037157015731878e-08,0.04,-4.4374941211114204e-08,-3.897943807424811,0.5656589539252038
0.00012649,4.4306,0.1,-7.404452289050417e-08,0.01,-2.0873228971297297e-08,0.02,-3.061742168942139e-08,0.04,-4.4804743713078595e-08,-3.897943807424811,0.6464625431631279
0.00012649,5.3367,0.1,-7.498772047970403e-08,0.01,-2.102113709126866e-08,0.02,-3.0881681055733874e-08,0.04,-4.526686874316221e-08,-3.897943807424811,0.7272727898362743
0.00082864,7.7426,0.1,-1.7741241840358863e-07,0.01,-4.750381220484459e-08,0.02,-7.128702582950727e-08,0.04,-1.0596705331885872e-07,-3.0816341063261814,0.8888868232206528
0.00012649,6.4281,0.1,-7.600084230284927e-08,0.01,-2.1179797503583778e-08,0.02,-3.116533314664171e-08,0.04,-4.5763117887382684e-08,-3.897943807424811,0.8080826243312539
0.00012649,7.7426,0.1,-7.708784792244472e-08,0.01,-2.1349723215015837e-08,0.02,-3.146936205569636e-08,0.04,-4.629531466519946e-08,-3.897943807424811,0.8888868232206528
0.00012649,9.326,0.1,-7.825279769945044e-08,0.01,-2.1531413601970108e-08,0.02,-3.1794743557575076e-08,0.04,-4.686529578694794e-08,-3.897943807424811,0.9696954111184732
0.00012649,11.233,0.1,-7.949984727741306e-08,0.01,-2.1725348447114563e-08,0.02,-3.2142436993883676e-08,0.04,-4.74749018052341e-08,-3.897943807424811,1.0504957588838553
0.00012649,13.53,0.1,-8.083324200876537e-08,0.01,-2.1931981596506563e-08,0.02,-3.2513376615415145e-08,0.04,-4.812596717450458e-08,-3.897943807424811,1.131297796597623
0.00012649,16.298,0.1,-8.225731118041898e-08,0.01,-2.21517343049597e-08,0.02,-3.290846247360679e-08,0.04,-4.882030979038025e-08,-3.897943807424811,1.2121343134680171
0.00012649,19.63,0.1,-8.377646175356695e-08,0.01,-2.2384988356476186e-08,0.02,-3.3328550899799866e-08,0.04,-4.9559719999491904e-08,-3.897943807424811,1.2929202996000062
0.00012649,23.645,0.1,-8.53951711978743e-08,0.01,-2.2632079045743276e-08,0.02,-3.377444466013385e-08,0.04,-5.0345949025669314e-08,-3.897943807424811,1.373739318351445
0.00012649,28.48,0.1,-8.711797866957842e-08,0.01,-2.2893288111871176e-08,0.02,-3.424688282096648e-08,0.04,-5.1180696760208294e-08,-3.897943807424811,1.4545399849648188
0.00012649,34.305,0.1,-8.894947367989358e-08,0.01,-2.3168836732247762e-08,0.02,-3.474653037668882e-08,0.04,-5.2065598692490994e-08,-3.897943807424811,1.5353574236624297
0.00082864,9.326,0.1,-1.7911812101950438e-07,0.01,-4.77129785879804e-08,0.02,-7.169781001576716e-08,0.04,-1.0674158258588017e-07,-3.0816341063261814,0.9696954111184732
0.00012649,41.32,0.1,-9.089428100814011e-08,0.01,-2.345887865644801e-08,0.02,-3.527396763141617e-08,0.04,-5.3002211797417627e-08,-3.897943807424811,1.616160312847583
0.00012649,49.77,0.1,-9.2957040378845e-08,0.01,-2.3763493582162678e-08,0.02,-3.582967934764899e-08,0.04,-5.3991999017766716e-08,-3.897943807424811,1.696967640744023
0.00012649,59.948,0.1,-9.514237916481963e-08,0.01,-2.408268085527625e-08,0.02,-3.641404361994199e-08,0.04,-5.5036311969799964e-08,-3.897943807424811,1.7777746986366576
0.00012649,72.208,0.1,-9.745487613873777e-08,0.01,-2.4416353564211877e-08,0.02,-3.7027320406869e-08,0.04,-5.6136371389755146e-08,-3.897943807424811,1.8585853161760706
0.00012649,86.975,0.1,-9.989901414136871e-08,0.01,-2.4764333108060056e-08,0.02,-3.7669639682210255e-08,0.04,-5.7293244842178423e-08,-3.897943807424811,1.9393944374196266
0.00012649,104.76,0.1,-1.0247911959569294e-07,0.01,-2.5126344302931295e-08,0.02,-3.834098913231647e-08,0.04,-5.850782117620953e-08,-3.897943807424811,2.0201954897531946
0.00012649,126.19,0.1,-1.051992869368443e-07,0.01,-2.5502011094770826e-08,0.02,-3.904120136529177e-08,0.04,-5.978078131143089e-08,-3.897943807424811,2.101024940352695
0.00012649,151.99,0.1,-1.0806328652937807e-07,0.01,-2.5890852945705548e-08,0.02,-3.9769940642311826e-08,0.04,-6.111256498398432e-08,-3.897943807424811,2.1818150149994744
0.00012649,183.07,0.1,-1.1107445547673018e-07,0.01,-2.629228201469461e-08,0.02,-4.052668923559117e-08,0.04,-6.250333341400157e-08,-3.897943807424811,2.262617181538574
