keq,kf,cbulk 0,steady state flux 0,cbulk 1,steady state flux 1,cbulk 2,steady state flux 2,cbulk 3,steady state flux 3,log10keq,log10kf
3.3932e-05,3.0539,0.1,-3.97394793685922e-08,0.01,-1.134357539261322e-08,0.02,-1.6535091750065212e-08,0.04,-2.410423847345433e-08,-4.469390541670374,0.48485481197409214
3.3932e-05,3.6784,0.1,-4.032627757836987e-08,0.01,-1.1444694039094118e-08,0.02,-1.670922755055868e-08,0.04,-2.4400114741732005e-08,-4.469390541670374,0.5656589539252038
3.3932e-05,4.4306,0.1,-4.0957665546805975e-08,0.01,-1.1553545600892456e-08,0.02,-1.6896685265394435e-08,0.04,-2.4718583795226957e-08,-4.469390541670374,0.6464625431631279
3.3932e-05,5.3367,0.1,-4.1636435523573597e-08,0.01,-1.167057648467824e-08,0.02,-1.709825514438802e-08,0.04,-2.5061018249838923e-08,-4.469390541670374,0.7272727898362743
0.00082864,3511200.0,0.1,-3.7977452393196257e-07,0.01,-6.345248030660478e-08,0.02,-1.0646107446883262e-07,0.04,-1.8161625481258674e-07,-3.0816341063261814,6.545455567836917
3.3932e-05,6.4281,0.1,-4.2365510921528753e-08,0.01,-1.1796240046493168e-08,0.02,-1.7314747582891846e-08,0.04,-2.5428838635479395e-08,-4.469390541670374,0.8080826243312539
3.3932e-05,7.7426,0.1,-4.314795354301406e-08,0.01,-1.193099442662399e-08,0.02,-1.754699117035838e-08,0.04,-2.5823513132861823e-08,-4.469390541670374,0.8888868232206528
3.3932e-05,9.326,0.1,-4.398697180510466e-08,0.01,-1.2075300197033529e-08,0.02,-1.7795830626092405e-08,0.04,-2.6246557451301783e-08,-4.469390541670374,0.9696954111184732
3.3932e-05,11.233,0.1,-4.488592987859173e-08,0.01,-1.2229617837030828e-08,0.02,-1.8062124631420168e-08,0.04,-2.6699534867491815e-08,-4.469390541670374,1.0504957588838553
3.3932e-05,13.53,0.1,-4.5848357494398744e-08,0.01,-1.2394405054006012e-08,0.02,-1.834674357232237e-08,0.04,-2.7184056369655606e-08,-4.469390541670374,1.131297796597623
3.3932e-05,16.298,0.1,-4.687796003838431e-08,0.01,-1.257011395569694e-08,0.02,-1.8650567170096955e-08,0.04,-2.7701780848428125e-08,-4.469390541670374,1.2121343134680171
3.3932e-05,19.63,0.1,-4.797862834266951e-08,0.01,-1.2757188083688855e-08,0.02,-1.8974481965331064e-08,0.04,-2.825441515461226e-08,-4.469390541670374,1.2929202996000062
3.3932e-05,23.645,0.1,-4.915444733992966e-08,0.01,-1.2956059296680783e-08,0.02,-1.931937857746146e-08,0.04,-2.8843713815461883e-08,-4.469390541670374,1.373739318351445
3.3932e-05,28.48,0.1,-5.040970247428696e-08,0.01,-1.31671444899239e-08,0.02,-1.968614863672457e-08,0.04,-2.9471478064775733e-08,-4.469390541670374,1.4545399849648188
3.3932e-05,34.305,0.1,-5.1748882509412044e-08,0.01,-1.3390842107196951e-08,0.02,-2.0075681222940086e-08,0.04,-3.013955374747922e-08,-4.469390541670374,1.5353574236624297
0.00082864,4229200.0,0.1,-3.8018959533993987e-07,0.01,-6.347099890004468e-08,0.02,-1.065088328119754e-07,0.04,-1.8173790282748152e-07,-3.0816341063261814,6.626258223534831
3.3932e-05,41.32,0.1,-5.3176676984274694e-08,0.01,-1.3627528404776927e-08,0.02,-2.0488858610963005e-08,0.04,-3.0849827551920186e-08,-4.469390541670374,1.616160312847583
3.3932e-05,49.77,0.1,-5.469796643865036e-08,0.01,-1.3877553375461571e-08,0.02,-2.0926551051281077e-08,0.04,-3.160422089626667e-08,-4.469390541670374,1.696967640744023
3.3932e-05,59.948,0.1,-5.6317803185072684e-08,0.01,-1.4141236265267725e-08,0.02,-2.1389610303333632e-08,0.04,-3.240468067005538e-08,-4.469390541670374,1.7777746986366576
3.3932e-05,72.208,0.1,-5.804138042669387e-08,0.01,-1.4418860556394559e-08,0.02,-2.1878861541626773e-08,0.04,-3.325316597965189e-08,-4.469390541670374,1.8585853161760706
3.3932e-05,86.975,0.1,-5.987398767627475e-08,0.01,-1.4710668315038155e-08,0.02,-2.239509328673514e-08,0.04,-3.41516299676495e-08,-4.469390541670374,1.9393944374196266
3.3932e-05,104.76,0.1,-6.182095073791399e-08,0.01,-1.5016853788310546e-08,0.02,-2.293904497302621e-08,0.04,-3.510199584225577e-08,-4.469390541670374,2.0201954897531946
3.3932e-05,126.19,0.1,-6.388755542678195e-08,0.01,-1.5337556149307337e-08,0.02,-2.3511391817323313e-08,0.04,-3.61061263527265e-08,-4.469390541670374,2.101024940352695
3.3932e-05,151.99,0.1,-6.60789552681149e-08,0.01,-1.567285132609177e-08,0.02,-2.411272672897196e-08,0.04,-3.7165786181343204e-08,-4.469390541670374,2.1818150149994744
3.3932e-05,183.07,0.1,-6.840006479294858e-08,0.01,-1.602274289890827e-08,0.02,-2.4743539144455105e-08,0.04,-3.8282597189077514e-08,-4.469390541670374,2.262617181538574
3.3932e-05,220.51,0.1,-7.085544188963617e-08,0.01,-1.638715212135672e-08,0.02,-2.5404190864377295e-08,0.04,-3.945798692338469e-08,-4.469390541670374,2.343428289252123
0.00082864,5094100.0,0.1,-3.805693925169655e-07,0.01,-6.348791275613967e-08,0.02,-1.0655246986418299e-07,0.04,-1.8184910729663474e-07,-3.0816341063261814,6.707067466152118
3.3932e-05,265.61,0.1,-7.344916391344709e-08,0.01,-1.6765907228091923e-08,0.02,-2.609488923835403e-08,0.04,-4.0693131499413204e-08,-4.469390541670374,2.4242444218370336
3.3932e-05,319.93,0.1,-7.618470371096064e-08,0.01,-1.7158732309306898e-08,0.02,-2.68156583974112e-08,0.04,-4.198889474103665e-08,-4.469390541670374,2.5050549660096393
3.3932e-05,385.35,0.1,-7.906481179396198e-08,0.01,-1.7565236154910578e-08,0.02,-2.756630951737357e-08,0.04,-4.334576613916117e-08,-4.469390541670374,2.5858553633220276
3.3932e-05,464.16,0.1,-8.209141068806946e-08,0.01,-1.7984901623468286e-08,0.02,-2.8346411537764512e-08,0.04,-4.4763800732553604e-08,-4.469390541670374,2.666667711458589
3.3932e-05,559.08,0.1,-8.526550575355149e-08,0.01,-1.8417076219457872e-08,0.02,-2.9155263954589376e-08,0.04,-4.624256436281939e-08,-4.469390541670374,2.747473956495846
3.3932e-05,673.42,0.1,-8.858711507882018e-08,0.01,-1.8860964629438363e-08,0.02,-2.999187354127996e-08,0.04,-4.7781087549810285e-08,-4.469390541670374,2.8282860104195406
3.3932e-05,811.13,0.1,-9.205521842131863e-08,0.01,-1.93156240381964e-08,0.02,-3.085493683259545e-08,0.04,-4.937783076258031e-08,-4.469390541670374,2.9090904642704833
3.3932e-05,977.01,0.1,-9.566772385072185e-08,0.01,-1.9779962985436477e-08,0.02,-3.174282999075393e-08,0.04,-5.103066302496106e-08,-4.469390541670374,2.989899008880076
3.3932e-05,1176.8,0.1,-9.942144922396506e-08,0.01,-2.025274442763541e-08,0.02,-3.265360729659075e-08,0.04,-5.273685471833681e-08,-4.469390541670374,3.0707026597194735
3.3932e-05,1417.5,0.1,-1.0331211577740741e-07,0.01,-2.0732593436147102e-08,0.02,-3.358500899427275e-08,0.04,-5.449308447246269e-08,-4.469390541670374,3.1515230675649444
0.00082864,6135900.0,0.1,-3.8091678589598916e-07,0.01,-6.350335772081749e-08,0.02,-1.065923316017366e-07,0.04,-1.819507357968207e-07,-3.0816341063261814,6.787878273072267
3.3932e-05,1707.4,0.1,-1.0733435136338182e-07,0.01,-2.1218009725257775e-08,0.02,-3.453447854216036e-08,0.04,-5.629545915143714e-08,-4.469390541670374,3.2323352770856544
3.3932e-05,2056.5,0.1,-1.1148170216206746e-07,0.01,-2.1707384853368804e-08,0.02,-3.549918879514412e-08,0.04,-5.813954554464913e-08,-4.469390541670374,3.313128713845194
3.3932e-05,2477.1,0.1,-1.1574665246954181e-07,0.01,-2.2199023660079825e-08,0.02,-3.64760761027228e-08,0.04,-6.00204121105127e-08,-4.469390541670374,3.3939435393155746
3.3932e-05,2983.6,0.1,-1.2012065341357305e-07,0.01,-2.2691169155365935e-08,0.02,-3.746188094342579e-08,0.04,-6.193267921685211e-08,-4.469390541670374,3.474740598479892
3.3932e-05,3593.8,0.1,-1.2459416183784567e-07,0.01,-2.318202995253132e-08,0.02,-3.845319362717092e-08,0.04,-6.387057665690517e-08,-4.469390541670374,3.5555539043496815
3.3932e-05,4328.8,0.1,-1.2915669105886332e-07,0.01,-2.366980908653853e-08,0.02,-3.944650338611431e-08,0.04,-6.582800724673522e-08,-4.469390541670374,3.636367520924525
3.3932e-05,5214.0,0.1,-1.3379687494548542e-07,0.01,-2.415273313576447e-08,0.02,-4.04382493761641e-08,0.04,-6.779861567389688e-08,-4.469390541670374,3.71717102683231
3.3932e-05,6280.3,0.1,-1.3850254674312869e-07,0.01,-2.4629080507351365e-08,0.02,-4.142487216578075e-08,0.04,-6.977586179050409e-08,-4.469390541670374,3.7979803897933566
3.3932e-05,7564.6,0.1,-1.4326083312777932e-07,0.01,-2.5097207955584633e-08,0.02,-4.240286436629928e-08,0.04,-7.175309731353204e-08,-4.469390541670374,3.8787859683954786
3.3932e-05,9111.6,0.1,-1.4805826354022432e-07,0.01,-2.555557443888969e-08,0.02,-4.3368819238785954e-08,0.04,-7.372364501130351e-08,-4.469390541670374,3.9595946459255416
0.00082864,7390700.0,0.1,-3.8123443426444636e-07,0.01,-6.351745866419682e-08,0.02,-1.0662873657572306e-07,0.04,-1.820435890446257e-07,-3.0816341063261814,6.868685573948292
3.3932e-05,10975.0,0.1,-1.5288089418754203e-07,0.01,-2.600276174230653e-08,0.02,-4.4319476228012793e-08,0.04,-7.568087905623215e-08,-4.469390541670374,4.040404528914159
3.3932e-05,13219.0,0.1,-1.5771444492594267e-07,0.01,-2.6437491357566447e-08,0.02,-4.5251762430324856e-08,0.04,-7.761830509456134e-08,-4.469390541670374,4.12119860258469
3.3932e-05,15923.0,0.1,-1.6254444706290557e-07,0.01,-2.6858637362810227e-08,0.02,-4.616282918514443e-08,0.04,-7.9529638405436e-08,-4.469390541670374,4.202024895104038
3.3932e-05,19179.0,0.1,-1.6735639878646082e-07,0.01,-2.7265235230982783e-08,0.02,-4.70500830809278e-08,0.04,-8.140887847789922e-08,-4.469390541670374,4.282825959153527
3.3932e-05,23101.0,0.1,-1.7213592528943097e-07,0.01,-2.7656486592743137e-08,0.02,-4.791121089134597e-08,0.04,-8.32503782206339e-08,-4.469390541670374,4.363630780112138
3.3932e-05,27826.0,0.1,-1.7686893916425622e-07,0.01,-2.8031760176734545e-08,0.02,-4.8744198011421074e-08,0.04,-8.504890611678584e-08,-4.469390541670374,4.444450780793918
3.3932e-05,33516.0,0.1,-1.8154179753090027e-07,0.01,-2.839058922674838e-08,0.02,-4.954734033776554e-08,0.04,-8.679969992034104e-08,-4.469390541670374,4.5252521817486295
3.3932e-05,40370.0,0.1,-1.8614145172955664e-07,0.01,-2.8732665816726557e-08,0.02,-5.031924956692162e-08,0.04,-8.849851059118438e-08,-4.469390541670374,4.606058749410314
3.3932e-05,48626.0,0.1,-1.9065558560084493e-07,0.01,-2.9057832496386944e-08,0.02,-5.105885227467653e-08,0.04,-9.014163553166883e-08,-4.469390541670374,4.68686854574798
3.3932e-05,58570.0,0.1,-1.9507273928515268e-07,0.01,-2.9366071802033107e-08,0.02,-5.1765383095738903e-08,0.04,-9.172594077715321e-08,-4.469390541670374,4.76767522402796
0.00082864,8902200.0,0.1,-3.815247951531118e-07,0.01,-6.353033032083598e-08,0.02,-1.0666197780955314e-07,0.04,-1.821284041236558e-07,-3.0816341063261814,6.949497347070821
3.3932e-05,70548.0,0.1,-1.9938241533435813e-07,0.01,-2.965749409899122e-08,0.02,-5.243837275062854e-08,0.04,-9.32488717119365e-08,-4.469390541670374,4.8484847062367065
3.3932e-05,84975.0,0.1,-2.035751650404365e-07,0.01,-2.993232434111269e-08,0.02,-5.307763153848021e-08,0.04,-9.470845285165505e-08,-4.469390541670374,4.9292911732550975
3.3932e-05,102350.0,0.1,-2.0764265360347375e-07,0.01,-3.019088811684981e-08,0.02,-5.36832291574719e-08,0.04,-9.610327708412156e-08,-4.469390541670374,5.010087846998524
3.3932e-05,123280.0,0.1,-2.1157770347663642e-07,0.01,-3.043359751277154e-08,0.02,-5.4255471716024737e-08,0.04,-9.743248557733552e-08,-4.469390541670374,5.090892625710363
3.3932e-05,148500.0,0.1,-2.1537431575511983e-07,0.01,-3.066093709557619e-08,0.02,-5.479487678396203e-08,0.04,-9.86957392294258e-08,-4.469390541670374,5.171726453653231
3.3932e-05,178860.0,0.1,-2.1902767096143223e-07,0.01,-3.087345038862408e-08,0.02,-5.530214729955456e-08,0.04,-9.989318327663295e-08,-4.469390541670374,5.252513226416275
3.3932e-05,215440.0,0.1,-2.2253411018190012e-07,0.01,-3.1071727058302447e-08,0.02,-5.577814509867249e-08,0.04,-1.0102540651300787e-07,-4.469390541670374,5.333326340403454
3.3932e-05,259500.0,0.1,-2.2589109900750022e-07,0.01,-3.125639101469523e-08,0.02,-5.6223864779470725e-08,0.04,-1.0209339650416557e-07,-4.469390541670374,5.414137362184476
3.3932e-05,312570.0,0.1,-2.290971765469333e-07,0.01,-3.1428089571930675e-08,0.02,-5.6640408372948257e-08,0.04,-1.0309849250057234e-07,-4.469390541670374,5.494947292750087
3.3932e-05,376490.0,0.1,-2.3215189185673968e-07,0.01,-3.158748371338796e-08,0.02,-5.7028961438874245e-08,0.04,-1.0404233709372775e-07,-4.469390541670374,5.575753445337528
0.00082864,10723000.0,0.1,-3.817901396376965e-07,0.01,-6.354207798084132e-08,0.02,-1.0669232458528989e-07,0.04,-1.8220586013273732e-07,-3.0816341063261814,7.030316305988586
3.3932e-05,453490.0,0.1,-2.350557310956069e-07,0.01,-3.1735239536664305e-08,0.02,-5.739077077631884e-08,0.04,-1.0492682831319382e-07,-4.469390541670374,5.656567714785965
3.3932e-05,546230.0,0.1,-2.3781003733451386e-07,0.01,-3.1872020855861104e-08,0.02,-5.772712415119756e-08,0.04,-1.0575407279460213e-07,-4.469390541670374,5.737375548745249
3.3932e-05,657930.0,0.1,-2.4041692625041343e-07,0.01,-3.199848289330588e-08,0.02,-5.8039332032375566e-08,0.04,-1.06526341224887e-07,-4.469390541670374,5.818179689615625
3.3932e-05,792480.0,0.1,-2.4287919922634607e-07,0.01,-3.211526707244603e-08,0.02,-5.832871159588502e-08,0.04,-1.0724602662194857e-07,-4.469390541670374,5.898988310638381
3.3932e-05,954550.0,0.1,-2.4520025660962187e-07,0.01,-3.2222996758479235e-08,0.02,-5.859657277899177e-08,0.04,-1.079156059265293e-07,-4.469390541670374,5.97979868197575
3.3932e-05,1149800.0,0.1,-2.473840121450962e-07,0.01,-3.232227390488487e-08,0.02,-5.884420652003954e-08,0.04,-1.0853760540486933e-07,-4.469390541670374,6.060622304309956
3.3932e-05,1384900.0,0.1,-2.494348104195228e-07,0.01,-3.241367653073119e-08,0.02,-5.907287494115808e-08,0.04,-1.0911456985513558e-07,-4.469390541670374,6.141418415266088
3.3932e-05,1668100.0,0.1,-2.5135734748205207e-07,0.01,-3.2497756859262746e-08,0.02,-5.928380339638276e-08,0.04,-1.0964903574248123e-07,-4.469390541670374,6.222222082360713
3.3932e-05,2009200.0,0.1,-2.531565972595255e-07,0.01,-3.257504011419873e-08,0.02,-5.9478174181487087e-08,0.04,-1.1014350823120411e-07,-4.469390541670374,6.303023169487512
3.3932e-05,2420100.0,0.1,-2.548377417946242e-07,0.01,-3.264602384600545e-08,0.02,-5.965712185122416e-08,0.04,-1.1060044184247272e-07,-4.469390541670374,6.3838333116626265
0.00082864,12915000.0,0.1,-3.8203255965465446e-07,0.01,-6.355279821660714e-08,0.02,-1.0672002426744028e-07,0.04,-1.822765816653818e-07,-3.0816341063261814,7.111094410509336
3.3932e-05,2915100.0,0.1,-2.5640610818183475e-07,0.01,-3.271117761813483e-08,0.02,-5.98217298260978e-08,0.04,-1.1102222460098976e-07,-4.469390541670374,6.464653457449502
3.3932e-05,3511200.0,0.1,-2.5786711009326893e-07,0.01,-3.27709432166229e-08,0.02,-5.997302796619936e-08,0.04,-1.1141116562005441e-07,-4.469390541670374,6.545455567836917
3.3932e-05,4229200.0,0.1,-2.59226196584191e-07,0.01,-3.2825735014119706e-08,0.02,-6.011199163692052e-08,0.04,-1.1176948481489773e-07,-4.469390541670374,6.626258223534831
3.3932e-05,5094100.0,0.1,-2.604888044599515e-07,0.01,-3.2875940698989816e-08,0.02,-6.023954112169957e-08,0.04,-1.1209930654580792e-07,-4.469390541670374,6.707067466152118
3.3932e-05,6135900.0,0.1,-2.6166031862597716e-07,0.01,-3.2921922026628284e-08,0.02,-6.035654209053172e-08,0.04,-1.1240265396673631e-07,-4.469390541670374,6.787878273072267
3.3932e-05,7390700.0,0.1,-2.6274603611323466e-07,0.01,-3.2964015909667075e-08,0.02,-6.046380618878499e-08,0.04,-1.1268144642362416e-07,-4.469390541670374,6.868685573948292
3.3932e-05,8902200.0,0.1,-2.637511362839808e-07,0.01,-3.300253549583214e-08,0.02,-6.056209280578727e-08,0.04,-1.1293749877771927e-07,-4.469390541670374,6.949497347070821
3.3932e-05,10723000.0,0.1,-2.646806557178946e-07,0.01,-3.303777119646014e-08,0.02,-6.065211065669222e-08,0.04,-1.1317251992002677e-07,-4.469390541670374,7.030316305988586
3.3932e-05,12915000.0,0.1,-2.655394693762213e-07,0.01,-3.306999221094862e-08,0.02,-6.073451934030201e-08,0.04,-1.13388116552525e-07,-4.469390541670374,7.111094410509336
3.3932e-05,15557000.0,0.1,-2.663322690147994e-07,0.01,-3.3099447211051974e-08,0.02,-6.08099321672337e-08,0.04,-1.135857929383033e-07,-4.469390541670374,7.191925851711436
0.00082864,15557000.0,0.1,-3.8225398548227163e-07,0.01,-6.356257965747292e-08,0.02,-1.0674530382109714e-07,0.04,-1.8234114241694058e-07,-3.0816341063261814,7.191925851711436
3.3932e-05,18738000.0,0.1,-2.6706355969737075e-07,0.01,-3.31263660844943e-08,0.02,-6.087891806137207e-08,0.04,-1.1376695550136585e-07,-4.469390541670374,7.272723234613842
3.3932e-05,22570000.0,0.1,-2.6773764368450206e-07,0.01,-3.315096100090501e-08,0.02,-6.094200354030235e-08,0.04,-1.1393291634837793e-07,-4.469390541670374,7.353531559077762
3.3932e-05,27186000.0,0.1,-2.6835861588914706e-07,0.01,-3.3173427088239474e-08,0.02,-6.099967608654475e-08,0.04,-1.1408489619392764e-07,-4.469390541670374,7.434345312562829
3.3932e-05,32745000.0,0.1,-2.6893036914666246e-07,0.01,-3.319394444441901e-08,0.02,-6.105238608648539e-08,0.04,-1.142240284901528e-07,-4.469390541670374,7.51514499476482
3.3932e-05,39442000.0,0.1,-2.6945657889088115e-07,0.01,-3.321267819931881e-08,0.02,-6.110054825528431e-08,0.04,-1.1435136610012346e-07,-4.469390541670374,7.595958928757549
3.3932e-05,47508000.0,0.1,-2.6994072627976734e-07,0.01,-3.3229780743074995e-08,0.02,-6.114454579090584e-08,0.04,-1.144678848877164e-07,-4.469390541670374,7.67676674779983
3.3932e-05,57224000.0,0.1,-2.703860799592868e-07,0.01,-3.3245391073393135e-08,0.02,-6.118473017034803e-08,0.04,-1.1457448657979735e-07,-4.469390541670374,7.757578212036374
3.3932e-05,68926000.0,0.1,-2.707957149569398e-07,0.01,-3.325963816295714e-08,0.02,-6.122142546261419e-08,0.04,-1.1467200369675153e-07,-4.469390541670374,7.838383075703911
3.3932e-05,83022000.0,0.1,-2.711725238434164e-07,0.01,-3.327263835661352e-08,0.02,-6.125492997255307e-08,0.04,-1.1476120654364971e-07,-4.469390541670374,7.919193191322693
3.3932e-05,100000000.0,0.1,-2.71519201154801e-07,0.01,-3.3284500537877816e-08,0.02,-6.128551651628368e-08,0.04,-1.1484280488839706e-07,-4.469390541670374,8.0
0.001,34.305,0.1,-2.1037074429461243e-07,0.01,-5.328498586010236e-08,0.02,-8.124767697534734e-08,0.04,-1.2279230307312729e-07,-3.0,1.5353574236624297
0.00082864,18738000.0,0.1,-3.8245619171511646e-07,0.01,-6.357150327836992e-08,0.02,-1.0676837150203905e-07,0.04,-1.8240006950205925e-07,-3.0816341063261814,7.272723234613842
2.8118e-05,1.0,0.1,-3.3901555600098936e-08,0.01,-9.95999465179495e-09,0.02,-1.4400809927363437e-08,0.04,-2.081384353793963e-08,-4.5510155734051985,0.0
2.8118e-05,1.2045,0.1,-3.425518598827814e-08,0.01,-1.0021046908544016e-08,0.02,-1.4505695617052682e-08,0.04,-2.0991941523510987e-08,-4.5510155734051985,0.08080680433436215
2.8118e-05,1.4508,0.1,-3.463760497464519e-08,0.01,-1.0087186320516613e-08,0.02,-1.4619279804797664e-08,0.04,-2.118470940756758e-08,-4.5510155734051985,0.16160754690839674
2.8118e-05,1.7475,0.1,-3.50508111306731e-08,0.01,-1.0158769653346707e-08,0.02,-1.4742172284831755e-08,0.04,-2.1393172292350064e-08,-4.5510155734051985,0.24241718441771903
2.8118e-05,2.1049,0.1,-3.549690467856725e-08,0.01,-1.023616873653701e-08,0.02,-1.487501016591431e-08,0.04,-2.1618403740559177e-08,-4.5510155734051985,0.32323146811477443
2.8118e-05,2.5354,0.1,-3.597809075545539e-08,0.01,-1.0319769744236309e-08,0.02,-1.5018457277705402e-08,0.04,-2.1861525875952364e-08,-4.5510155734051985,0.4040464859922965
2.8118e-05,3.0539,0.1,-3.649668319559289e-08,0.01,-1.0409972284796233e-08,0.02,-1.5173203393006544e-08,0.04,-2.212370942602902e-08,-4.5510155734051985,0.48485481197409214
2.8118e-05,3.6784,0.1,-3.705510896963415e-08,0.01,-1.0507188297557868e-08,0.02,-1.5339963277375247e-08,0.04,-2.2406173752226542e-08,-4.5510155734051985,0.5656589539252038
2.8118e-05,4.4306,0.1,-3.765591342421331e-08,0.01,-1.0611840758049643e-08,0.02,-1.5519475591964917e-08,0.04,-2.271018691547778e-08,-4.5510155734051985,0.6464625431631279
2.8118e-05,5.3367,0.1,-3.830176645653426e-08,0.01,-1.0724362198201076e-08,0.02,-1.571250166184698e-08,0.04,-2.3037065846810592e-08,-4.5510155734051985,0.7272727898362743
0.00082864,22570000.0,0.1,-3.8264081024257866e-07,0.01,-6.357964355815881e-08,0.02,-1.0678941793334602e-07,0.04,-1.8245384632377135e-07,-3.0816341063261814,7.353531559077762
2.8118e-05,6.4281,0.1,-3.899546970323817e-08,0.01,-1.0845193050612977e-08,0.02,-1.5919824144466607e-08,0.04,-2.338817666501499e-08,-4.5510155734051985,0.8080826243312539
2.8118e-05,7.7426,0.1,-3.973996481673254e-08,0.01,-1.0974779828745175e-08,0.02,-1.6142245618550146e-08,0.04,-2.376493518883653e-08,-4.5510155734051985,0.8888868232206528
2.8118e-05,9.326,0.1,-4.053834276815189e-08,0.01,-1.1113573158970678e-08,0.02,-1.6380587117982766e-08,0.04,-2.4168807671087175e-08,-4.5510155734051985,0.9696954111184732
2.8118e-05,11.233,0.1,-4.1393854084662994e-08,0.01,-1.1262025675640155e-08,0.02,-1.6635686616689064e-08,0.04,-2.460131174970268e-08,-4.5510155734051985,1.0504957588838553
2.8118e-05,13.53,0.1,-4.23099197334792e-08,0.01,-1.1420589790038729e-08,0.02,-1.6908397468771034e-08,0.04,-2.5064017561801452e-08,-4.5510155734051985,1.131297796597623
2.8118e-05,16.298,0.1,-4.3290142229079126e-08,0.01,-1.1589715343039731e-08,0.02,-1.7199586782382796e-08,0.04,-2.5558548941702388e-08,-4.5510155734051985,1.2121343134680171
2.8118e-05,19.63,0.1,-4.433831633515069e-08,0.01,-1.176984713018139e-08,0.02,-1.7510133668021416e-08,0.04,-2.6086584503234924e-08,-4.5510155734051985,1.2929202996000062
2.8118e-05,23.645,0.1,-4.545843846425947e-08,0.01,-1.196142229244375e-08,0.02,-1.7840927286913446e-08,0.04,-2.66498583804319e-08,-4.5510155734051985,1.373739318351445
2.8118e-05,28.48,0.1,-4.665471365088828e-08,0.01,-1.2164867536875264e-08,0.02,-1.8192864560624204e-08,0.04,-2.7250160252760667e-08,-4.5510155734051985,1.4545399849648188
2.8118e-05,34.305,0.1,-4.793155863774699e-08,0.01,-1.2380596138534759e-08,0.02,-1.8566847379617394e-08,0.04,-2.7889334194625536e-08,-4.5510155734051985,1.5353574236624297
0.00082864,27186000.0,0.1,-3.828093419193706e-07,0.01,-6.358706855065517e-08,0.02,-1.0680861828887477e-07,0.04,-1.8250291599470018e-07,-3.0816341063261814,7.434345312562829
2.8118e-05,41.32,0.1,-4.9293599369419324e-08,0.01,-1.2609004659401078e-08,0.02,-1.896377906852633e-08,0.04,-2.856927576589702e-08,-4.5510155734051985,1.616160312847583
2.8118e-05,49.77,0.1,-5.0745660903105325e-08,0.01,-1.285046928877311e-08,0.02,-1.9384559829630135e-08,0.04,-2.929192663541577e-08,-4.5510155734051985,1.696967640744023
2.8118e-05,59.948,0.1,-5.229274765202606e-08,0.01,-1.3105341698088533e-08,0.02,-1.9830080840607715e-08,0.04,-3.0059265912125265e-08,-4.5510155734051985,1.7777746986366576
2.8118e-05,72.208,0.1,-5.394001173818357e-08,0.01,-1.3373944286196356e-08,0.02,-2.030121661198276e-08,0.04,-3.087329730934138e-08,-4.5510155734051985,1.8585853161760706
2.8118e-05,86.975,0.1,-5.569270770547682e-08,0.01,-1.3656564675247245e-08,0.02,-2.0798815216283603e-08,0.04,-3.173603120832953e-08,-4.5510155734051985,1.9393944374196266
2.8118e-05,104.76,0.1,-5.75561320200469e-08,0.01,-1.3953449325093264e-08,0.02,-2.1323685981681733e-08,0.04,-3.2649460725632266e-08,-4.5510155734051985,2.0201954897531946
2.8118e-05,126.19,0.1,-5.953554704053906e-08,0.01,-1.4264796144246922e-08,0.02,-2.1876584290445392e-08,0.04,-3.3615531094803634e-08,-4.5510155734051985,2.101024940352695
2.8118e-05,151.99,0.1,-6.163609006913746e-08,0.01,-1.45907460068382e-08,0.02,-2.2458193209252777e-08,0.04,-3.463610189169313e-08,-4.5510155734051985,2.1818150149994744
2.8118e-05,183.07,0.1,-6.38626697453528e-08,0.01,-1.4931373157037972e-08,0.02,-2.3069101831294495e-08,0.04,-3.5712902142389175e-08,-4.5510155734051985,2.262617181538574
2.8118e-05,220.51,0.1,-6.621985355789097e-08,0.01,-1.5286674528613504e-08,0.02,-2.3709780438505385e-08,0.04,-3.6847478867434185e-08,-4.5510155734051985,2.343428289252123
0.00082864,32745000.0,0.1,-3.829631620220141e-07,0.01,-6.35938402858273e-08,0.02,-1.0682613234748759e-07,0.04,-1.8254768519763547e-07,-3.0816341063261814,7.51514499476482
2.8118e-05,265.61,0.1,-6.8711751526722e-08,0.01,-1.5656558164708896e-08,0.02,-2.438055285806931e-08,0.04,-3.8041140406773055e-08,-4.5510155734051985,2.4242444218370336
2.8118e-05,319.93,0.1,-7.134190193459719e-08,0.01,-1.6040831000192743e-08,0.02,-2.5081566767744542e-08,0.04,-3.929489648508118e-08,-4.5510155734051985,2.5050549660096393
2.8118e-05,385.35,0.1,-7.411316497669432e-08,0.01,-1.6439186469076333e-08,0.02,-2.5812763026376402e-08,0.04,-4.0609397758090095e-08,-4.5510155734051985,2.5858553633220276
2.8118e-05,464.16,0.1,-7.702762912111809e-08,0.01,-1.685119250149169e-08,0.02,-2.6573845486572406e-08,0.04,-4.198487793885121e-08,-4.5510155734051985,2.666667711458589
2.8118e-05,559.08,0.1,-8.008653332295314e-08,0.01,-1.727628065236934e-08,0.02,-2.7364253004223337e-08,0.04,-4.342110174077657e-08,-4.5510155734051985,2.747473956495846
2.8118e-05,673.42,0.1,-8.329020620238577e-08,0.01,-1.771373717344879e-08,0.02,-2.8183135474690785e-08,0.04,-4.491732161337488e-08,-4.5510155734051985,2.8282860104195406
